"assembly_barcode","source_type","species","ST"
"ESC_IC3936AA_AS","Poultry","Escherichia coli",131
"ESC_IC3239AA_AS","Poultry","Escherichia coli",131
"ESC_IC3240AA_AS","Poultry","Escherichia coli",131
"ESC_IC3241AA_AS","Poultry","Escherichia coli",131
"ESC_IC3242AA_AS","Poultry","Escherichia coli",131
"ESC_IC3267AA_AS","Human","Escherichia coli",131
"ESC_IC3318AA_AS","Human","Escherichia coli",131
"ESC_IC3340AA_AS","Human","Escherichia coli",131
"ESC_IC3980AA_AS","Poultry","Escherichia coli",131
"ESC_HA6196AA_AS","Human","Escherichia coli",131
"ESC_HA5982AA_AS","Avian","Escherichia coli",131
"ESC_HA7953AA_AS","Swine","Escherichia coli",131
"ESC_HA8137AA_AS","Human","Escherichia coli",131
"ESC_HA8136AA_AS","Human","Escherichia coli",131
"ESC_HA8134AA_AS","Human","Escherichia coli",131
"ESC_HA8133AA_AS","Human","Escherichia coli",131
"ESC_HA8567AA_AS","Swine","Escherichia coli",131
"ESC_HA8732AA_AS","Swine","Escherichia coli",131
"ESC_HA8728AA_AS","Swine","Escherichia coli",131
"ESC_HA8700AA_AS","Water/River","Escherichia coli",131
"ESC_HA9158AA_AS","Human","Escherichia coli",131
"ESC_HA9155AA_AS","Human","Escherichia coli",131
"ESC_HA9154AA_AS","Human","Escherichia coli",131
"ESC_HA9317AA_AS","Human","Escherichia coli",131
"ESC_HA9315AA_AS","Human","Escherichia coli",131
"ESC_HA9313AA_AS","Human","Escherichia coli",131
"ESC_HA9312AA_AS","Human","Escherichia coli",131
"ESC_HA9310AA_AS","Human","Escherichia coli",131
"ESC_HA9306AA_AS","Human","Escherichia coli",131
"ESC_HA9305AA_AS","Human","Escherichia coli",131
"ESC_HA9303AA_AS","Human","Escherichia coli",131
"ESC_HA9850AA_AS","Human","Escherichia coli",131
"ESC_HA9847AA_AS","Human","Escherichia coli",131
"ESC_HA9846AA_AS","Human","Escherichia coli",131
"ESC_IA0202AA_AS","Human","Escherichia coli",131
"ESC_IA0201AA_AS","Human","Escherichia coli",131
"ESC_IA0200AA_AS","Human","Escherichia coli",131
"ESC_IA0197AA_AS","Human","Escherichia coli",131
"ESC_IA0195AA_AS","Human","Escherichia coli",131
"ESC_IA0609AA_AS","Human","Escherichia coli",131
"ESC_IA0608AA_AS","Human","Escherichia coli",131
"ESC_IA0607AA_AS","Human","Escherichia coli",131
"ESC_IA0605AA_AS","Human","Escherichia coli",131
"ESC_IA0604AA_AS","Human","Escherichia coli",131
"ESC_IA0601AA_AS","Human","Escherichia coli",131
"ESC_IA0600AA_AS","Human","Escherichia coli",131
"ESC_IA0612AA_AS","Human","Escherichia coli",131
"ESC_IA0611AA_AS","Human","Escherichia coli",131
"ESC_IA2222AA_AS","Human","Escherichia coli",131
"ESC_IA2296AA_AS","Human","Escherichia coli",131
"ESC_IA2294AA_AS","Human","Escherichia coli",131
"ESC_IA2520AA_AS","Human","Escherichia coli",131
"ESC_IA2664AA_AS","Human","Escherichia coli",131
"ESC_IA2683AA_AS","Human","Escherichia coli",131
"ESC_IA2662AA_AS","Human","Escherichia coli",131
"ESC_IA2680AA_AS","Human","Escherichia coli",131
"ESC_IA2658AA_AS","Human","Escherichia coli",131
"ESC_IA8019AA_AS","Human","Escherichia coli",131
"ESC_IA8018AA_AS","Human","Escherichia coli",131
"ESC_IA8536AA_AS","Human","Escherichia coli",131
"ESC_IC4639AA_AS","Human","Escherichia coli",131
"ESC_IC4640AA_AS","Human","Escherichia coli",131
"ESC_IC4952AA_AS","Human","Escherichia coli",131
"ESC_IC5314AA_AS","Human","Escherichia coli",131
"ESC_IC5315AA_AS","Human","Escherichia coli",131
"ESC_IC5448AA_AS","Human","Escherichia coli",131
"ESC_IC5547AA_AS","Poultry","Escherichia coli",131
"ESC_IC5551AA_AS","Poultry","Escherichia coli",131
"ESC_IC5560AA_AS","Human","Escherichia coli",131
"ESC_IC5647AA_AS","Human","Escherichia coli",131
"ESC_IC5744AA_AS","Human","Escherichia coli",131
"ESC_IC6145AA_AS","Canine","Escherichia coli",131
"ESC_IC6161AA_AS","Human","Escherichia coli",131
"ESC_IC6402AA_AS","Human","Escherichia coli",131
"ESC_IC6417AA_AS","Human","Escherichia coli",131
"ESC_IC6740AA_AS","Human","Escherichia coli",131
"ESC_IC7177AA_AS","Poultry","Escherichia coli",131
"ESC_IC7343AA_AS","Human","Escherichia coli",131
"ESC_IC7344AA_AS","Human","Escherichia coli",131
"ESC_IC7382AA_AS","Canine","Escherichia coli",131
"ESC_IC7388AA_AS","Canine","Escherichia coli",131
"ESC_IC7412AA_AS","Human","Escherichia coli",131
"ESC_IC8446AA_AS","Human","Escherichia coli",131
"ESC_IC8491AA_AS","Human","Escherichia coli",131
"ESC_IC8591AA_AS","Water/River","Escherichia coli",131
"ESC_IC8611AA_AS","Human","Escherichia coli",131
"ESC_IC8613AA_AS","Human","Escherichia coli",131
"ESC_IC9712AA_AS","Human","Escherichia coli",131
"ESC_JC0806AA_AS","Human","Escherichia coli",131
"ESC_JC1062AA_AS","Human","Escherichia coli",131
"ESC_JC1067AA_AS","Human","Escherichia coli",131
"ESC_KA8876AA_AS","Human","Escherichia coli",131
"ESC_KA8873AA_AS","Human","Escherichia coli",131
"ESC_KA8872AA_AS","Human","Escherichia coli",131
"ESC_KA8868AA_AS","Human","Escherichia coli",131
"ESC_KA8866AA_AS","Human","Escherichia coli",131
"ESC_KA8865AA_AS","Human","Escherichia coli",131
"ESC_LA2552AA_AS","Human","Escherichia coli",131
"ESC_LA4535AA_AS","Human","Escherichia coli",131
"ESC_LA4534AA_AS","Human","Escherichia coli",131
"ESC_LA5355AA_AS","Human","Escherichia coli",131
"ESC_VA2402AA_AS","Human","Escherichia coli",131
"ESC_LA5340AA_AS","Human","Escherichia coli",131
"ESC_VA2417AA_AS","Human","Escherichia coli",131
"ESC_VA2407AA_AS","Human","Escherichia coli",131
"ESC_JC4516AA_AS","Poultry","Escherichia coli",131
"ESC_JC4639AA_AS","Human","Escherichia coli",131
"ESC_JC4642AA_AS","Human","Escherichia coli",131
"ESC_JC5446AA_AS","Human","Escherichia coli",131
"ESC_JC5528AA_AS","Swine","Escherichia coli",131
"ESC_JC5718AA_AS","Human","Escherichia coli",131
"ESC_JC5719AA_AS","Human","Escherichia coli",131
"ESC_JC5721AA_AS","Human","Escherichia coli",131
"ESC_JC5723AA_AS","Human","Escherichia coli",131
"ESC_JC5724AA_AS","Human","Escherichia coli",131
"ESC_JC5726AA_AS","Human","Escherichia coli",131
"ESC_JC5727AA_AS","Human","Escherichia coli",131
"ESC_JC5730AA_AS","Human","Escherichia coli",131
"ESC_JC5732AA_AS","Human","Escherichia coli",131
"ESC_JC5733AA_AS","Human","Escherichia coli",131
"ESC_JC5734AA_AS","Human","Escherichia coli",131
"ESC_JC5735AA_AS","Human","Escherichia coli",131
"ESC_JC5736AA_AS","Human","Escherichia coli",131
"ESC_JC5738AA_AS","Human","Escherichia coli",131
"ESC_JC5739AA_AS","Human","Escherichia coli",131
"ESC_JC5740AA_AS","Human","Escherichia coli",131
"ESC_JC5742AA_AS","Human","Escherichia coli",131
"ESC_JC5743AA_AS","Human","Escherichia coli",131
"ESC_JC5744AA_AS","Human","Escherichia coli",131
"ESC_JC5746AA_AS","Human","Escherichia coli",131
"ESC_JC5747AA_AS","Human","Escherichia coli",131
"ESC_JC5748AA_AS","Human","Escherichia coli",131
"ESC_JC5749AA_AS","Human","Escherichia coli",131
"ESC_JC5751AA_AS","Human","Escherichia coli",131
"ESC_JC5752AA_AS","Human","Escherichia coli",131
"ESC_JC5753AA_AS","Human","Escherichia coli",131
"ESC_JC5754AA_AS","Human","Escherichia coli",131
"ESC_JC5756AA_AS","Human","Escherichia coli",131
"ESC_JC5759AA_AS","Human","Escherichia coli",131
"ESC_JC5761AA_AS","Human","Escherichia coli",131
"ESC_JC5763AA_AS","Human","Escherichia coli",131
"ESC_JC5765AA_AS","Human","Escherichia coli",131
"ESC_JC5767AA_AS","Human","Escherichia coli",131
"ESC_JC5770AA_AS","Human","Escherichia coli",131
"ESC_JC5771AA_AS","Human","Escherichia coli",131
"ESC_JC5772AA_AS","Human","Escherichia coli",131
"ESC_JC5773AA_AS","Human","Escherichia coli",131
"ESC_JC5774AA_AS","Human","Escherichia coli",131
"ESC_JC5775AA_AS","Human","Escherichia coli",131
"ESC_JC5776AA_AS","Human","Escherichia coli",131
"ESC_JC5777AA_AS","Human","Escherichia coli",131
"ESC_JC5778AA_AS","Human","Escherichia coli",131
"ESC_JC5779AA_AS","Human","Escherichia coli",131
"ESC_JC5780AA_AS","Human","Escherichia coli",131
"ESC_JC5781AA_AS","Human","Escherichia coli",131
"ESC_JC5782AA_AS","Human","Escherichia coli",131
"ESC_JC5783AA_AS","Human","Escherichia coli",131
"ESC_JC5784AA_AS","Human","Escherichia coli",131
"ESC_JC5786AA_AS","Human","Escherichia coli",131
"ESC_JC5787AA_AS","Human","Escherichia coli",131
"ESC_JC5789AA_AS","Human","Escherichia coli",131
"ESC_JC5790AA_AS","Human","Escherichia coli",131
"ESC_JC5791AA_AS","Human","Escherichia coli",131
"ESC_JC5796AA_AS","Human","Escherichia coli",131
"ESC_JC5797AA_AS","Human","Escherichia coli",131
"ESC_JC5798AA_AS","Human","Escherichia coli",131
"ESC_JC5799AA_AS","Human","Escherichia coli",131
"ESC_JC5802AA_AS","Human","Escherichia coli",131
"ESC_JC5803AA_AS","Human","Escherichia coli",131
"ESC_JC5804AA_AS","Human","Escherichia coli",131
"ESC_JC5805AA_AS","Human","Escherichia coli",131
"ESC_JC5807AA_AS","Human","Escherichia coli",131
"ESC_JC5808AA_AS","Human","Escherichia coli",131
"ESC_JC5809AA_AS","Human","Escherichia coli",131
"ESC_JC5813AA_AS","Human","Escherichia coli",131
"ESC_JC5814AA_AS","Human","Escherichia coli",131
"ESC_JC5815AA_AS","Human","Escherichia coli",131
"ESC_JC5816AA_AS","Human","Escherichia coli",131
"ESC_JC5820AA_AS","Human","Escherichia coli",131
"ESC_JC5821AA_AS","Human","Escherichia coli",131
"ESC_JC5822AA_AS","Human","Escherichia coli",131
"ESC_JC5823AA_AS","Human","Escherichia coli",131
"ESC_JC5826AA_AS","Human","Escherichia coli",131
"ESC_JC5828AA_AS","Human","Escherichia coli",131
"ESC_JC5832AA_AS","Human","Escherichia coli",131
"ESC_JC5834AA_AS","Human","Escherichia coli",131
"ESC_JC5836AA_AS","Human","Escherichia coli",131
"ESC_JC5838AA_AS","Human","Escherichia coli",131
"ESC_JC5840AA_AS","Human","Escherichia coli",131
"ESC_JC5842AA_AS","Human","Escherichia coli",131
"ESC_JC5843AA_AS","Human","Escherichia coli",131
"ESC_JC5844AA_AS","Human","Escherichia coli",131
"ESC_JC5846AA_AS","Human","Escherichia coli",131
"ESC_JC5848AA_AS","Human","Escherichia coli",131
"ESC_JC5851AA_AS","Human","Escherichia coli",131
"ESC_JC5852AA_AS","Human","Escherichia coli",131
"ESC_JC5853AA_AS","Human","Escherichia coli",131
"ESC_JC5857AA_AS","Human","Escherichia coli",131
"ESC_JC5858AA_AS","Human","Escherichia coli",131
"ESC_JC5860AA_AS","Human","Escherichia coli",131
"ESC_JC5861AA_AS","Human","Escherichia coli",131
"ESC_JC5862AA_AS","Human","Escherichia coli",131
"ESC_JC5866AA_AS","Human","Escherichia coli",131
"ESC_JC5868AA_AS","Human","Escherichia coli",131
"ESC_JC5870AA_AS","Human","Escherichia coli",131
"ESC_JC6802AA_AS","Human","Escherichia coli",131
"ESC_JC7244AA_AS","Canine","Escherichia coli",131
"ESC_JC7265AA_AS","Canine","Escherichia coli",131
"ESC_JC7266AA_AS","Canine","Escherichia coli",131
"ESC_JC7268AA_AS","Canine","Escherichia coli",131
"ESC_JC7270AA_AS","Canine","Escherichia coli",131
"ESC_JC7352AA_AS","Human","Escherichia coli",131
"ESC_JC7397AA_AS","Human","Escherichia coli",131
"ESC_JC7589AA_AS","Human","Escherichia coli",131
"ESC_JC8158AA_AS","Human","Escherichia coli",131
"ESC_JC8670AA_AS","Human","Escherichia coli",131
"ESC_JC9042AA_AS","Human","Escherichia coli",131
"ESC_JC8672AA_AS","Human","Escherichia coli",131
"ESC_JC8673AA_AS","Human","Escherichia coli",131
"ESC_JC8674AA_AS","Human","Escherichia coli",131
"ESC_JC8887AA_AS","Human","Escherichia coli",131
"ESC_JC8676AA_AS","Human","Escherichia coli",131
"ESC_JC8888AA_AS","Human","Escherichia coli",131
"ESC_JC8889AA_AS","Human","Escherichia coli",131
"ESC_JC8890AA_AS","Human","Escherichia coli",131
"ESC_JC8892AA_AS","Human","Escherichia coli",131
"ESC_JC8893AA_AS","Human","Escherichia coli",131
"ESC_JC8683AA_AS","Human","Escherichia coli",131
"ESC_JC9043AA_AS","Human","Escherichia coli",131
"ESC_JC9044AA_AS","Human","Escherichia coli",131
"ESC_JC8686AA_AS","Human","Escherichia coli",131
"ESC_JC9045AA_AS","Human","Escherichia coli",131
"ESC_JC8688AA_AS","Human","Escherichia coli",131
"ESC_JC8689AA_AS","Human","Escherichia coli",131
"ESC_JC8690AA_AS","Human","Escherichia coli",131
"ESC_JC8692AA_AS","Human","Escherichia coli",131
"ESC_JC8693AA_AS","Human","Escherichia coli",131
"ESC_JC8694AA_AS","Human","Escherichia coli",131
"ESC_JC9046AA_AS","Human","Escherichia coli",131
"ESC_JC9119AA_AS","Human","Escherichia coli",131
"ESC_JC8697AA_AS","Human","Escherichia coli",131
"ESC_JC8698AA_AS","Human","Escherichia coli",131
"ESC_JC8699AA_AS","Human","Escherichia coli",131
"ESC_JC9120AA_AS","Human","Escherichia coli",131
"ESC_JC9121AA_AS","Human","Escherichia coli",131
"ESC_JC9145AA_AS","Human","Escherichia coli",131
"ESC_JC8704AA_AS","Human","Escherichia coli",131
"ESC_JC8705AA_AS","Human","Escherichia coli",131
"ESC_JC9123AA_AS","Human","Escherichia coli",131
"ESC_JC8707AA_AS","Human","Escherichia coli",131
"ESC_JC9124AA_AS","Human","Escherichia coli",131
"ESC_JC8709AA_AS","Human","Escherichia coli",131
"ESC_JC8710AA_AS","Human","Escherichia coli",131
"ESC_JC9125AA_AS","Human","Escherichia coli",131
"ESC_JC8712AA_AS","Human","Escherichia coli",131
"ESC_JC8714AA_AS","Human","Escherichia coli",131
"ESC_JC9048AA_AS","Human","Escherichia coli",131
"ESC_JC8716AA_AS","Human","Escherichia coli",131
"ESC_JC9146AA_AS","Human","Escherichia coli",131
"ESC_JC8718AA_AS","Human","Escherichia coli",131
"ESC_JC8719AA_AS","Human","Escherichia coli",131
"ESC_JC8720AA_AS","Human","Escherichia coli",131
"ESC_JC8721AA_AS","Human","Escherichia coli",131
"ESC_JC8722AA_AS","Human","Escherichia coli",131
"ESC_JC8723AA_AS","Human","Escherichia coli",131
"ESC_JC8725AA_AS","Human","Escherichia coli",131
"ESC_JC8726AA_AS","Human","Escherichia coli",131
"ESC_JC8727AA_AS","Human","Escherichia coli",131
"ESC_JC8728AA_AS","Human","Escherichia coli",131
"ESC_JC8896AA_AS","Human","Escherichia coli",131
"ESC_JC8730AA_AS","Human","Escherichia coli",131
"ESC_JC8731AA_AS","Human","Escherichia coli",131
"ESC_JC8732AA_AS","Human","Escherichia coli",131
"ESC_JC8733AA_AS","Human","Escherichia coli",131
"ESC_JC8766AA_AS","Human","Escherichia coli",131
"ESC_JC8767AA_AS","Human","Escherichia coli",131
"ESC_JC8768AA_AS","Human","Escherichia coli",131
"ESC_JC8769AA_AS","Human","Escherichia coli",131
"ESC_JC8770AA_AS","Human","Escherichia coli",131
"ESC_JC8771AA_AS","Human","Escherichia coli",131
"ESC_JC8772AA_AS","Human","Escherichia coli",131
"ESC_JC8773AA_AS","Human","Escherichia coli",131
"ESC_JC9052AA_AS","Human","Escherichia coli",131
"ESC_JC8775AA_AS","Human","Escherichia coli",131
"ESC_JC8903AA_AS","Human","Escherichia coli",131
"ESC_JC8779AA_AS","Human","Escherichia coli",131
"ESC_JC8905AA_AS","Human","Escherichia coli",131
"ESC_JC8906AA_AS","Human","Escherichia coli",131
"ESC_JC9053AA_AS","Human","Escherichia coli",131
"ESC_JC8783AA_AS","Human","Escherichia coli",131
"ESC_JC8784AA_AS","Human","Escherichia coli",131
"ESC_JC8794AA_AS","Human","Escherichia coli",131
"ESC_JC8805AA_AS","Human","Escherichia coli",131
"ESC_JC8877AA_AS","Human","Escherichia coli",131
"ESC_JC8878AA_AS","Human","Escherichia coli",131
"ESC_JC8879AA_AS","Human","Escherichia coli",131
"ESC_JC8918AA_AS","Human","Escherichia coli",131
"ESC_JC8919AA_AS","Human","Escherichia coli",131
"ESC_JC8920AA_AS","Human","Escherichia coli",131
"ESC_JC8921AA_AS","Human","Escherichia coli",131
"ESC_JC9068AA_AS","Human","Escherichia coli",131
"ESC_JC9069AA_AS","Human","Escherichia coli",131
"ESC_JC8925AA_AS","Human","Escherichia coli",131
"ESC_JC8926AA_AS","Human","Escherichia coli",131
"ESC_JC9070AA_AS","Human","Escherichia coli",131
"ESC_JC9071AA_AS","Human","Escherichia coli",131
"ESC_JC9072AA_AS","Human","Escherichia coli",131
"ESC_JC9073AA_AS","Human","Escherichia coli",131
"ESC_JC9074AA_AS","Human","Escherichia coli",131
"ESC_JC8932AA_AS","Human","Escherichia coli",131
"ESC_JC8934AA_AS","Human","Escherichia coli",131
"ESC_JC8935AA_AS","Human","Escherichia coli",131
"ESC_JC8936AA_AS","Human","Escherichia coli",131
"ESC_JC8937AA_AS","Human","Escherichia coli",131
"ESC_JC9076AA_AS","Human","Escherichia coli",131
"ESC_JC9131AA_AS","Human","Escherichia coli",131
"ESC_JC8940AA_AS","Human","Escherichia coli",131
"ESC_JC8941AA_AS","Human","Escherichia coli",131
"ESC_JC8942AA_AS","Human","Escherichia coli",131
"ESC_JC8943AA_AS","Human","Escherichia coli",131
"ESC_JC9678AA_AS","Human","Escherichia coli",131
"ESC_JC9685AA_AS","Human","Escherichia coli",131
"ESC_JC9933AA_AS","Human","Escherichia coli",131
"ESC_KC0082AA_AS","Human","Escherichia coli",131
"ESC_KC0967AA_AS","Human","Escherichia coli",131
"ESC_KC0969AA_AS","Human","Escherichia coli",131
"ESC_KC0970AA_AS","Human","Escherichia coli",131
"ESC_KC0973AA_AS","Human","Escherichia coli",131
"ESC_KC0976AA_AS","Human","Escherichia coli",131
"ESC_KC0979AA_AS","Human","Escherichia coli",131
"ESC_KC0980AA_AS","Human","Escherichia coli",131
"ESC_KC0986AA_AS","Human","Escherichia coli",131
"ESC_KC0987AA_AS","Human","Escherichia coli",131
"ESC_KC0989AA_AS","Human","Escherichia coli",131
"ESC_KC0992AA_AS","Human","Escherichia coli",131
"ESC_KC0993AA_AS","Human","Escherichia coli",131
"ESC_KC0998AA_AS","Human","Escherichia coli",131
"ESC_KC1002AA_AS","Human","Escherichia coli",131
"ESC_KC1008AA_AS","Human","Escherichia coli",131
"ESC_KC1018AA_AS","Human","Escherichia coli",131
"ESC_KC1019AA_AS","Human","Escherichia coli",131
"ESC_KC1025AA_AS","Human","Escherichia coli",131
"ESC_KC1026AA_AS","Human","Escherichia coli",131
"ESC_KC1028AA_AS","Human","Escherichia coli",131
"ESC_KC1031AA_AS","Human","Escherichia coli",131
"ESC_KC1033AA_AS","Human","Escherichia coli",131
"ESC_KC1035AA_AS","Human","Escherichia coli",131
"ESC_KC1038AA_AS","Human","Escherichia coli",131
"ESC_KC1040AA_AS","Human","Escherichia coli",131
"ESC_KC1045AA_AS","Human","Escherichia coli",131
"ESC_KC1047AA_AS","Human","Escherichia coli",131
"ESC_KC1049AA_AS","Human","Escherichia coli",131
"ESC_KC1050AA_AS","Human","Escherichia coli",131
"ESC_KC1051AA_AS","Human","Escherichia coli",131
"ESC_KC1057AA_AS","Human","Escherichia coli",131
"ESC_KC1061AA_AS","Human","Escherichia coli",131
"ESC_KC1062AA_AS","Human","Escherichia coli",131
"ESC_KC1208AA_AS","Human","Escherichia coli",131
"ESC_KC1064AA_AS","Human","Escherichia coli",131
"ESC_KC1065AA_AS","Human","Escherichia coli",131
"ESC_KC1067AA_AS","Human","Escherichia coli",131
"ESC_KC1068AA_AS","Human","Escherichia coli",131
"ESC_KC1071AA_AS","Human","Escherichia coli",131
"ESC_KC1072AA_AS","Human","Escherichia coli",131
"ESC_KC1077AA_AS","Human","Escherichia coli",131
"ESC_KC1080AA_AS","Human","Escherichia coli",131
"ESC_KC1081AA_AS","Human","Escherichia coli",131
"ESC_KC1096AA_AS","Human","Escherichia coli",131
"ESC_KC1099AA_AS","Human","Escherichia coli",131
"ESC_KC1106AA_AS","Human","Escherichia coli",131
"ESC_KC1774AA_AS","Poultry","Escherichia coli",131
"ESC_KC1775AA_AS","Poultry","Escherichia coli",131
"ESC_KC1877AA_AS","Human","Escherichia coli",131
"ESC_KC1898AA_AS","Canine","Escherichia coli",131
"ESC_KC2324AA_AS","Water/River","Escherichia coli",131
"ESC_KC2555AA_AS","Human","Escherichia coli",131
"ESC_KC2558AA_AS","Human","Escherichia coli",131
"ESC_KC2560AA_AS","Human","Escherichia coli",131
"ESC_KC2600AA_AS","Water/River","Escherichia coli",131
"ESC_KC2605AA_AS","Water/River","Escherichia coli",131
"ESC_KC2610AA_AS","Water/River","Escherichia coli",131
"ESC_KC2613AA_AS","Water/River","Escherichia coli",131
"ESC_KC2780AA_AS","Human","Escherichia coli",131
"ESC_KC2870AA_AS","Poultry","Escherichia coli",131
"ESC_KC2889AA_AS","Poultry","Escherichia coli",131
"ESC_KC2975AA_AS","Human","Escherichia coli",131
"ESC_KC2980AA_AS","Human","Escherichia coli",131
"ESC_KC2987AA_AS","Human","Escherichia coli",131
"ESC_KC2988AA_AS","Human","Escherichia coli",131
"ESC_KC2997AA_AS","Human","Escherichia coli",131
"ESC_KC3002AA_AS","Human","Escherichia coli",131
"ESC_KC3012AA_AS","Human","Escherichia coli",131
"ESC_KC3017AA_AS","Human","Escherichia coli",131
"ESC_KC3024AA_AS","Human","Escherichia coli",131
"ESC_KC3038AA_AS","Human","Escherichia coli",131
"ESC_KC3039AA_AS","Human","Escherichia coli",131
"ESC_KC3055AA_AS","Human","Escherichia coli",131
"ESC_KC3068AA_AS","Human","Escherichia coli",131
"ESC_KC3076AA_AS","Human","Escherichia coli",131
"ESC_KC3078AA_AS","Human","Escherichia coli",131
"ESC_KC3086AA_AS","Human","Escherichia coli",131
"ESC_KC3097AA_AS","Human","Escherichia coli",131
"ESC_KC3256AA_AS","Human","Escherichia coli",131
"ESC_KC3380AA_AS","Human","Escherichia coli",131
"ESC_KC3558AA_AS","Human","Escherichia coli",131
"ESC_KC3954AA_AS","Human","Escherichia coli",131
"ESC_KC3961AA_AS","Human","Escherichia coli",131
"ESC_KC3965AA_AS","Human","Escherichia coli",131
"ESC_KC3973AA_AS","Human","Escherichia coli",131
"ESC_KC3991AA_AS","Human","Escherichia coli",131
"ESC_KC4100AA_AS","Human","Escherichia coli",131
"ESC_KC4102AA_AS","Human","Escherichia coli",131
"ESC_KC4381AA_AS","Human","Escherichia coli",131
"ESC_KC4389AA_AS","Human","Escherichia coli",131
"ESC_KC4404AA_AS","Human","Escherichia coli",131
"ESC_KC4406AA_AS","Human","Escherichia coli",131
"ESC_KC4408AA_AS","Human","Escherichia coli",131
"ESC_KC4549AA_AS","Poultry","Escherichia coli",131
"ESC_KC4555AA_AS","Poultry","Escherichia coli",131
"ESC_KC4865AA_AS","Poultry","Escherichia coli",131
"ESC_MA2658AA_AS","Human","Escherichia coli",131
"ESC_LA8467AA_AS","Human","Escherichia coli",131
"ESC_LA8537AA_AS","Human","Escherichia coli",131
"ESC_MA2299AA_AS","Human","Escherichia coli",131
"ESC_MA2298AA_AS","Human","Escherichia coli",131
"ESC_MA2297AA_AS","Human","Escherichia coli",131
"ESC_MA2185AA_AS","Human","Escherichia coli",131
"ESC_MA2281AA_AS","Human","Escherichia coli",131
"ESC_MA3609AA_AS","Human","Escherichia coli",131
"ESC_MA3608AA_AS","Human","Escherichia coli",131
"ESC_MA3607AA_AS","Human","Escherichia coli",131
"ESC_NA2697AA_AS","Human","Escherichia coli",131
"ESC_NA2696AA_AS","Human","Escherichia coli",131
"ESC_NA2695AA_AS","Human","Escherichia coli",131
"ESC_NA2691AA_AS","Human","Escherichia coli",131
"ESC_NA2690AA_AS","Human","Escherichia coli",131
"ESC_NA2689AA_AS","Human","Escherichia coli",131
"ESC_NA2688AA_AS","Human","Escherichia coli",131
"ESC_NA2687AA_AS","Human","Escherichia coli",131
"ESC_NA2686AA_AS","Human","Escherichia coli",131
"ESC_NA2685AA_AS","Human","Escherichia coli",131
"ESC_NA2679AA_AS","Human","Escherichia coli",131
"ESC_NA2677AA_AS","Human","Escherichia coli",131
"ESC_NA2670AA_AS","Human","Escherichia coli",131
"ESC_NA2667AA_AS","Human","Escherichia coli",131
"ESC_NA2666AA_AS","Human","Escherichia coli",131
"ESC_NA2665AA_AS","Human","Escherichia coli",131
"ESC_NA2664AA_AS","Human","Escherichia coli",131
"ESC_NA2662AA_AS","Human","Escherichia coli",131
"ESC_NA2661AA_AS","Human","Escherichia coli",131
"ESC_NA2660AA_AS","Human","Escherichia coli",131
"ESC_NA2659AA_AS","Human","Escherichia coli",131
"ESC_NA2657AA_AS","Human","Escherichia coli",131
"ESC_NA2656AA_AS","Human","Escherichia coli",131
"ESC_NA2655AA_AS","Human","Escherichia coli",131
"ESC_NA2654AA_AS","Human","Escherichia coli",131
"ESC_NA2653AA_AS","Human","Escherichia coli",131
"ESC_NA2652AA_AS","Human","Escherichia coli",131
"ESC_NA2651AA_AS","Human","Escherichia coli",131
"ESC_NA2648AA_AS","Human","Escherichia coli",131
"ESC_NA2646AA_AS","Human","Escherichia coli",131
"ESC_NA2645AA_AS","Human","Escherichia coli",131
"ESC_NA2643AA_AS","Human","Escherichia coli",131
"ESC_NA2642AA_AS","Human","Escherichia coli",131
"ESC_NA2641AA_AS","Human","Escherichia coli",131
"ESC_NA2640AA_AS","Human","Escherichia coli",131
"ESC_NA2639AA_AS","Human","Escherichia coli",131
"ESC_NA2638AA_AS","Human","Escherichia coli",131
"ESC_NA2637AA_AS","Human","Escherichia coli",131
"ESC_NA2636AA_AS","Human","Escherichia coli",131
"ESC_NA9160AA_AS","Human","Escherichia coli",131
"ESC_NA9159AA_AS","Human","Escherichia coli",131
"ESC_NA9157AA_AS","Human","Escherichia coli",131
"ESC_NA9153AA_AS","Human","Escherichia coli",131
"ESC_NA9145AA_AS","Human","Escherichia coli",131
"ESC_NA9144AA_AS","Human","Escherichia coli",131
"ESC_NA9139AA_AS","Human","Escherichia coli",131
"ESC_NA9138AA_AS","Human","Escherichia coli",131
"ESC_NA9137AA_AS","Human","Escherichia coli",131
"ESC_NA9134AA_AS","Human","Escherichia coli",131
"ESC_NA9133AA_AS","Human","Escherichia coli",131
"ESC_NA9132AA_AS","Human","Escherichia coli",131
"ESC_OA0105AA_AS","Human","Escherichia coli",131
"ESC_OA0200AA_AS","Human","Escherichia coli",131
"ESC_OA0096AA_AS","Human","Escherichia coli",131
"ESC_OA0091AA_AS","Human","Escherichia coli",131
"ESC_OA0089AA_AS","Human","Escherichia coli",131
"ESC_OA1924AA_AS","Human","Escherichia coli",131
"ESC_OA1923AA_AS","Human","Escherichia coli",131
"ESC_OA4192AA_AS","Human","Escherichia coli",131
"ESC_OA4190AA_AS","Human","Escherichia coli",131
"ESC_OA4189AA_AS","Human","Escherichia coli",131
"ESC_PA0538AA_AS","Human","Escherichia coli",131
"ESC_PA0545AA_AS","Human","Escherichia coli",131
"ESC_PA0544AA_AS","Human","Escherichia coli",131
"ESC_PA0543AA_AS","Human","Escherichia coli",131
"ESC_PA0541AA_AS","Human","Escherichia coli",131
