"assembly_barcode","source_type","species","ST"
"ESC_YA6443AA_AS","Human","Escherichia coli",131
"ESC_WA7059AA_AS","Human","Escherichia coli",131
"ESC_WA6144AA_AS","Human","Escherichia coli",131
"ESC_WA2974AA_AS","Human","Escherichia coli",131
"ESC_WA2973AA_AS","Human","Escherichia coli",131
"ESC_WA9723AA_AS","Human","Escherichia coli",131
"ESC_XA0268AA_AS","Canine","Escherichia coli",131
"ESC_XA4397AA_AS","Swine","Escherichia coli",131
"ESC_XA3507AA_AS","Swine","Escherichia coli",131
"ESC_XA3778AA_AS","Canine","Escherichia coli",131
"ESC_XA4625AA_AS","Poultry","Escherichia coli",131
"ESC_XA7315AA_AS","Canine","Escherichia coli",131
"ESC_XA8798AA_AS","Canine","Escherichia coli",131
"ESC_XA8797AA_AS","Canine","Escherichia coli",131
"ESC_YA6979AA_AS","Canine","Escherichia coli",131
"ESC_YA3354AA_AS","Canine","Escherichia coli",131
"ESC_YA6133AA_AS","Canine","Escherichia coli",131
"ESC_ZA2741AA_AS","Poultry","Escherichia coli",131
"ESC_ZA2723AA_AS","Swine","Escherichia coli",131
"ESC_ZA6586AA_AS","Canine","Escherichia coli",131
"ESC_ZA5540AA_AS","Swine","Escherichia coli",131
"ESC_ZA9890AA_AS","Swine","Escherichia coli",131
"ESC_ZA9871AA_AS","Poultry","Escherichia coli",131
"ESC_AB1928AA_AS","Swine","Escherichia coli",131
"ESC_CB2805AA_AS","Canine","Escherichia coli",131
"ESC_CB7689AA_AS","Avian","Escherichia coli",131
"ESC_CB7665AA_AS","Avian","Escherichia coli",131
"ESC_CB8918AA_AS","Canine","Escherichia coli",131
"ESC_CB8907AA_AS","Swine","Escherichia coli",131
"ESC_CB8839AA_AS","Avian","Escherichia coli",131
"ESC_CB8828AA_AS","Swine","Escherichia coli",131
"ESC_CB8780AA_AS","Avian","Escherichia coli",131
"ESC_DB0423AA_AS","Swine","Escherichia coli",131
"ESC_DB2017AA_AS","Avian","Escherichia coli",131
"ESC_DB2003AA_AS","Avian","Escherichia coli",131
"ESC_DB1888AA_AS","Avian","Escherichia coli",131
"ESC_DB2666AA_AS","Human","Escherichia coli",131
"ESC_DB2685AA_AS","Human","Escherichia coli",131
"ESC_FB1452AA_AS","Canine","Escherichia coli",131
"ESC_FB1639AA_AS","Canine","Escherichia coli",131
"ESC_FB2978AA_AS","Human","Escherichia coli",131
"ESC_FB2841AA_AS","Human","Escherichia coli",131
"ESC_FB2840AA_AS","Human","Escherichia coli",131
"ESC_FB2839AA_AS","Human","Escherichia coli",131
"ESC_FB2838AA_AS","Human","Escherichia coli",131
"ESC_FB2836AA_AS","Human","Escherichia coli",131
"ESC_FB2833AA_AS","Human","Escherichia coli",131
"ESC_FB2828AA_AS","Human","Escherichia coli",131
"ESC_FB2734AA_AS","Human","Escherichia coli",131
"ESC_FB2699AA_AS","Human","Escherichia coli",131
"ESC_FB4123AA_AS","Human","Escherichia coli",131
"ESC_FB5260AA_AS","Avian","Escherichia coli",131
"ESC_FB7520AA_AS","Swine","Escherichia coli",131
"ESC_GB1055AA_AS","Avian","Escherichia coli",131
"ESC_GB2066AA_AS","Canine","Escherichia coli",131
"ESC_GB2045AA_AS","Human","Escherichia coli",131
"ESC_GB2042AA_AS","Human","Escherichia coli",131
"ESC_GB2040AA_AS","Human","Escherichia coli",131
"ESC_GB2039AA_AS","Human","Escherichia coli",131
"ESC_GB2035AA_AS","Human","Escherichia coli",131
"ESC_GB2033AA_AS","Human","Escherichia coli",131
"ESC_GB2026AA_AS","Human","Escherichia coli",131
"ESC_GB2025AA_AS","Human","Escherichia coli",131
"ESC_GB2024AA_AS","Human","Escherichia coli",131
"ESC_GB2022AA_AS","Human","Escherichia coli",131
"ESC_GB2081AA_AS","Human","Escherichia coli",131
"ESC_GB2013AA_AS","Human","Escherichia coli",131
"ESC_GB2011AA_AS","Human","Escherichia coli",131
"ESC_GB2010AA_AS","Human","Escherichia coli",131
"ESC_GB2007AA_AS","Human","Escherichia coli",131
"ESC_GB2006AA_AS","Human","Escherichia coli",131
"ESC_GB2005AA_AS","Human","Escherichia coli",131
"ESC_GB2004AA_AS","Human","Escherichia coli",131
"ESC_GB2003AA_AS","Human","Escherichia coli",131
"ESC_GB2715AA_AS","Human","Escherichia coli",131
"ESC_GB7760AA_AS","Avian","Escherichia coli",131
"ESC_GB7727AA_AS","Human","Escherichia coli",131
"ESC_GB7726AA_AS","Human","Escherichia coli",131
"ESC_GB7725AA_AS","Human","Escherichia coli",131
"ESC_GB7724AA_AS","Human","Escherichia coli",131
"ESC_GB7723AA_AS","Human","Escherichia coli",131
"ESC_GB7722AA_AS","Human","Escherichia coli",131
"ESC_GB7721AA_AS","Human","Escherichia coli",131
"ESC_GB7720AA_AS","Human","Escherichia coli",131
"ESC_GB7719AA_AS","Human","Escherichia coli",131
"ESC_GB7718AA_AS","Human","Escherichia coli",131
"ESC_GB7717AA_AS","Human","Escherichia coli",131
"ESC_GB7716AA_AS","Human","Escherichia coli",131
"ESC_GB7715AA_AS","Human","Escherichia coli",131
"ESC_GB7714AA_AS","Human","Escherichia coli",131
"ESC_GB7713AA_AS","Human","Escherichia coli",131
"ESC_GB7712AA_AS","Human","Escherichia coli",131
"ESC_GB7711AA_AS","Human","Escherichia coli",131
"ESC_GB7710AA_AS","Human","Escherichia coli",131
"ESC_GB7709AA_AS","Human","Escherichia coli",131
"ESC_GB7708AA_AS","Human","Escherichia coli",131
"ESC_GB7707AA_AS","Human","Escherichia coli",131
"ESC_GB7706AA_AS","Human","Escherichia coli",131
"ESC_GB7705AA_AS","Human","Escherichia coli",131
"ESC_GB7704AA_AS","Human","Escherichia coli",131
"ESC_GB7703AA_AS","Human","Escherichia coli",131
"ESC_GB7702AA_AS","Human","Escherichia coli",131
"ESC_GB7701AA_AS","Human","Escherichia coli",131
"ESC_GB7700AA_AS","Human","Escherichia coli",131
"ESC_GB7699AA_AS","Human","Escherichia coli",131
"ESC_GB7698AA_AS","Human","Escherichia coli",131
"ESC_GB7697AA_AS","Human","Escherichia coli",131
"ESC_GB7696AA_AS","Human","Escherichia coli",131
"ESC_GB7695AA_AS","Human","Escherichia coli",131
"ESC_GB7693AA_AS","Human","Escherichia coli",131
"ESC_GB7692AA_AS","Human","Escherichia coli",131
"ESC_GB7690AA_AS","Human","Escherichia coli",131
"ESC_GB7689AA_AS","Human","Escherichia coli",131
"ESC_GB7688AA_AS","Human","Escherichia coli",131
"ESC_GB7687AA_AS","Human","Escherichia coli",131
"ESC_GB7686AA_AS","Human","Escherichia coli",131
"ESC_GB7685AA_AS","Human","Escherichia coli",131
"ESC_GB7684AA_AS","Human","Escherichia coli",131
"ESC_GB7683AA_AS","Human","Escherichia coli",131
"ESC_GB7682AA_AS","Human","Escherichia coli",131
"ESC_GB7681AA_AS","Human","Escherichia coli",131
"ESC_GB7680AA_AS","Human","Escherichia coli",131
"ESC_GB7679AA_AS","Human","Escherichia coli",131
"ESC_GB7678AA_AS","Human","Escherichia coli",131
"ESC_GB7677AA_AS","Human","Escherichia coli",131
"ESC_GB7676AA_AS","Human","Escherichia coli",131
"ESC_GB7674AA_AS","Human","Escherichia coli",131
"ESC_GB7673AA_AS","Human","Escherichia coli",131
"ESC_GB7672AA_AS","Human","Escherichia coli",131
"ESC_GB7671AA_AS","Human","Escherichia coli",131
"ESC_GB7670AA_AS","Human","Escherichia coli",131
"ESC_GB7669AA_AS","Human","Escherichia coli",131
"ESC_GB7668AA_AS","Human","Escherichia coli",131
"ESC_GB7667AA_AS","Human","Escherichia coli",131
"ESC_GB7666AA_AS","Human","Escherichia coli",131
"ESC_GB7665AA_AS","Human","Escherichia coli",131
"ESC_GB7664AA_AS","Human","Escherichia coli",131
"ESC_GB7663AA_AS","Human","Escherichia coli",131
"ESC_GB7662AA_AS","Human","Escherichia coli",131
"ESC_GB7661AA_AS","Human","Escherichia coli",131
"ESC_GB7660AA_AS","Human","Escherichia coli",131
"ESC_GB7659AA_AS","Human","Escherichia coli",131
"ESC_GB7658AA_AS","Human","Escherichia coli",131
"ESC_GB7657AA_AS","Human","Escherichia coli",131
"ESC_GB7656AA_AS","Human","Escherichia coli",131
"ESC_GB7655AA_AS","Human","Escherichia coli",131
"ESC_GB7654AA_AS","Human","Escherichia coli",131
"ESC_GB7652AA_AS","Human","Escherichia coli",131
"ESC_GB7651AA_AS","Human","Escherichia coli",131
"ESC_GB7650AA_AS","Human","Escherichia coli",131
"ESC_GB7649AA_AS","Human","Escherichia coli",131
"ESC_GB7648AA_AS","Human","Escherichia coli",131
"ESC_GB7640AA_AS","Human","Escherichia coli",131
"ESC_GB7638AA_AS","Human","Escherichia coli",131
"ESC_GB7637AA_AS","Human","Escherichia coli",131
"ESC_GB7636AA_AS","Human","Escherichia coli",131
"ESC_GB7635AA_AS","Human","Escherichia coli",131
"ESC_GB7634AA_AS","Human","Escherichia coli",131
"ESC_GB7633AA_AS","Human","Escherichia coli",131
"ESC_GB7013AA_AS","Human","Escherichia coli",131
"ESC_GB7012AA_AS","Human","Escherichia coli",131
"ESC_GB7011AA_AS","Human","Escherichia coli",131
"ESC_GB7010AA_AS","Human","Escherichia coli",131
"ESC_GB7008AA_AS","Human","Escherichia coli",131
"ESC_GB7007AA_AS","Human","Escherichia coli",131
"ESC_GB7005AA_AS","Human","Escherichia coli",131
"ESC_GB7004AA_AS","Human","Escherichia coli",131
"ESC_GB7003AA_AS","Human","Escherichia coli",131
"ESC_GB7002AA_AS","Human","Escherichia coli",131
"ESC_GB7001AA_AS","Human","Escherichia coli",131
"ESC_GB7000AA_AS","Human","Escherichia coli",131
"ESC_GB6999AA_AS","Human","Escherichia coli",131
"ESC_GB6675AA_AS","Avian","Escherichia coli",131
"ESC_GB6066AA_AS","Human","Escherichia coli",131
"ESC_GB6065AA_AS","Human","Escherichia coli",131
"ESC_GB6060AA_AS","Human","Escherichia coli",131
"ESC_GB6059AA_AS","Human","Escherichia coli",131
"ESC_GB6058AA_AS","Human","Escherichia coli",131
"ESC_GB6055AA_AS","Human","Escherichia coli",131
"ESC_GB6054AA_AS","Human","Escherichia coli",131
"ESC_GB6053AA_AS","Human","Escherichia coli",131
"ESC_GB6050AA_AS","Human","Escherichia coli",131
"ESC_GB6047AA_AS","Human","Escherichia coli",131
"ESC_GB6046AA_AS","Human","Escherichia coli",131
"ESC_GB6044AA_AS","Human","Escherichia coli",131
"ESC_GB6042AA_AS","Human","Escherichia coli",131
"ESC_GB6039AA_AS","Human","Escherichia coli",131
"ESC_GB6038AA_AS","Human","Escherichia coli",131
"ESC_GB6037AA_AS","Human","Escherichia coli",131
"ESC_GB6035AA_AS","Human","Escherichia coli",131
"ESC_GB6034AA_AS","Human","Escherichia coli",131
"ESC_GB6030AA_AS","Human","Escherichia coli",131
"ESC_GB6027AA_AS","Human","Escherichia coli",131
"ESC_GB6019AA_AS","Human","Escherichia coli",131
"ESC_GB6018AA_AS","Human","Escherichia coli",131
"ESC_GB6017AA_AS","Human","Escherichia coli",131
"ESC_GB6016AA_AS","Human","Escherichia coli",131
"ESC_GB6015AA_AS","Human","Escherichia coli",131
"ESC_GB6013AA_AS","Human","Escherichia coli",131
"ESC_GB6012AA_AS","Human","Escherichia coli",131
"ESC_GB6011AA_AS","Human","Escherichia coli",131
"ESC_GB6010AA_AS","Human","Escherichia coli",131
"ESC_GB6007AA_AS","Human","Escherichia coli",131
"ESC_GB6006AA_AS","Human","Escherichia coli",131
"ESC_GB9364AA_AS","Human","Escherichia coli",131
"ESC_GB6004AA_AS","Human","Escherichia coli",131
"ESC_GB6003AA_AS","Human","Escherichia coli",131
"ESC_GB6002AA_AS","Human","Escherichia coli",131
"ESC_GB6001AA_AS","Human","Escherichia coli",131
"ESC_GB5999AA_AS","Human","Escherichia coli",131
"ESC_GB5998AA_AS","Human","Escherichia coli",131
"ESC_GB5994AA_AS","Human","Escherichia coli",131
"ESC_GB5992AA_AS","Human","Escherichia coli",131
"ESC_GB5990AA_AS","Human","Escherichia coli",131
"ESC_GB5989AA_AS","Human","Escherichia coli",131
"ESC_GB5988AA_AS","Human","Escherichia coli",131
"ESC_GB5987AA_AS","Human","Escherichia coli",131
"ESC_GB5985AA_AS","Human","Escherichia coli",131
"ESC_GB5984AA_AS","Human","Escherichia coli",131
"ESC_GB5980AA_AS","Human","Escherichia coli",131
"ESC_GB9995AA_AS","Swine","Escherichia coli",131
"ESC_GB9706AA_AS","Swine","Escherichia coli",131
"ESC_HB0398AA_AS","Human","Escherichia coli",131
"ESC_HB0397AA_AS","Human","Escherichia coli",131
"ESC_HB0396AA_AS","Human","Escherichia coli",131
"ESC_HB0269AA_AS","Avian","Escherichia coli",131
"ESC_HB0487AA_AS","Human","Escherichia coli",131
"ESC_HB5589AA_AS","Avian","Escherichia coli",131
"ESC_HB5588AA_AS","Avian","Escherichia coli",131
"ESC_HB7195AA_AS","Human","Escherichia coli",131
"ESC_HB7194AA_AS","Human","Escherichia coli",131
"ESC_HB7193AA_AS","Human","Escherichia coli",131
"ESC_HB7192AA_AS","Human","Escherichia coli",131
"ESC_HB7190AA_AS","Human","Escherichia coli",131
"ESC_HB7189AA_AS","Human","Escherichia coli",131
"ESC_HB7188AA_AS","Human","Escherichia coli",131
"ESC_HB7187AA_AS","Human","Escherichia coli",131
"ESC_HB7186AA_AS","Human","Escherichia coli",131
"ESC_HB7185AA_AS","Human","Escherichia coli",131
"ESC_HB7182AA_AS","Human","Escherichia coli",131
"ESC_HB7181AA_AS","Human","Escherichia coli",131
"ESC_HB7180AA_AS","Human","Escherichia coli",131
"ESC_HB7179AA_AS","Human","Escherichia coli",131
"ESC_HB7178AA_AS","Human","Escherichia coli",131
"ESC_HB7176AA_AS","Human","Escherichia coli",131
"ESC_HB7175AA_AS","Human","Escherichia coli",131
"ESC_HB8840AA_AS","Avian","Escherichia coli",131
"ESC_HB8798AA_AS","Avian","Escherichia coli",131
"ESC_HB8780AA_AS","Avian","Escherichia coli",131
"ESC_HB8682AA_AS","Avian","Escherichia coli",131
"ESC_HB8665AA_AS","Avian","Escherichia coli",131
"ESC_HB8617AA_AS","Swine","Escherichia coli",131
"ESC_IB9921AA_AS","Water/River","Escherichia coli",131
"ESC_IB8637AA_AS","Canine","Escherichia coli",131
"ESC_IB6601AA_AS","Canine","Escherichia coli",131
"ESC_IB6547AA_AS","Canine","Escherichia coli",131
"ESC_IB6336AA_AS","Poultry","Escherichia coli",131
"ESC_IB6332AA_AS","Poultry","Escherichia coli",131
"ESC_IB6322AA_AS","Poultry","Escherichia coli",131
"ESC_IB6598AA_AS","Human","Escherichia coli",131
"ESC_IB6597AA_AS","Human","Escherichia coli",131
"ESC_IB6596AA_AS","Human","Escherichia coli",131
"ESC_IB6593AA_AS","Human","Escherichia coli",131
"ESC_IB6589AA_AS","Human","Escherichia coli",131
"ESC_NB7770AA_AS","Human","Escherichia coli",131
"ESC_IB7326AA_AS","Human","Escherichia coli",131
"ESC_IB7325AA_AS","Human","Escherichia coli",131
"ESC_IB7322AA_AS","Human","Escherichia coli",131
"ESC_IB7321AA_AS","Human","Escherichia coli",131
"ESC_IB6927AA_AS","Water/River","Escherichia coli",131
"ESC_IB9242AA_AS","Canine","Escherichia coli",131
"ESC_JB0063AA_AS","Swine","Escherichia coli",131
"ESC_JB0413AA_AS","Human","Escherichia coli",131
"ESC_JB0412AA_AS","Human","Escherichia coli",131
"ESC_LB2116AA_AS","Human","Escherichia coli",131
"ESC_JB0407AA_AS","Human","Escherichia coli",131
"ESC_JB0406AA_AS","Human","Escherichia coli",131
"ESC_JB1014AA_AS","Human","Escherichia coli",131
"ESC_JB1013AA_AS","Human","Escherichia coli",131
"ESC_JB0403AA_AS","Human","Escherichia coli",131
"ESC_JB0402AA_AS","Human","Escherichia coli",131
"ESC_JB0401AA_AS","Human","Escherichia coli",131
"ESC_JB0400AA_AS","Human","Escherichia coli",131
"ESC_LB2114AA_AS","Human","Escherichia coli",131
"ESC_KB0215AA_AS","Poultry","Escherichia coli",131
"ESC_KB0212AA_AS","Swine","Escherichia coli",131
"ESC_KB4034AA_AS","Canine","Escherichia coli",131
"ESC_KB3418AA_AS","Poultry","Escherichia coli",131
"ESC_KB3767AA_AS","Human","Escherichia coli",131
"ESC_KB3766AA_AS","Human","Escherichia coli",131
"ESC_KB3765AA_AS","Human","Escherichia coli",131
"ESC_KB3764AA_AS","Human","Escherichia coli",131
"ESC_KB3763AA_AS","Human","Escherichia coli",131
"ESC_KB3762AA_AS","Human","Escherichia coli",131
"ESC_KB3758AA_AS","Human","Escherichia coli",131
"ESC_KB3757AA_AS","Human","Escherichia coli",131
"ESC_KB3754AA_AS","Human","Escherichia coli",131
"ESC_KB3753AA_AS","Human","Escherichia coli",131
"ESC_KB3752AA_AS","Human","Escherichia coli",131
"ESC_KB3751AA_AS","Human","Escherichia coli",131
"ESC_KB3750AA_AS","Human","Escherichia coli",131
"ESC_KB3749AA_AS","Human","Escherichia coli",131
"ESC_KB3746AA_AS","Human","Escherichia coli",131
"ESC_KB3745AA_AS","Human","Escherichia coli",131
"ESC_KB3744AA_AS","Human","Escherichia coli",131
"ESC_KB3743AA_AS","Human","Escherichia coli",131
"ESC_KB3742AA_AS","Human","Escherichia coli",131
"ESC_KB3741AA_AS","Human","Escherichia coli",131
"ESC_KB3740AA_AS","Human","Escherichia coli",131
"ESC_KB3737AA_AS","Human","Escherichia coli",131
"ESC_KB3736AA_AS","Human","Escherichia coli",131
"ESC_KB3735AA_AS","Human","Escherichia coli",131
"ESC_KB3734AA_AS","Human","Escherichia coli",131
"ESC_KB3731AA_AS","Human","Escherichia coli",131
"ESC_KB3730AA_AS","Human","Escherichia coli",131
"ESC_KB3729AA_AS","Human","Escherichia coli",131
"ESC_KB3728AA_AS","Human","Escherichia coli",131
"ESC_KB3727AA_AS","Human","Escherichia coli",131
"ESC_KB3726AA_AS","Human","Escherichia coli",131
"ESC_KB3725AA_AS","Human","Escherichia coli",131
"ESC_KB3724AA_AS","Human","Escherichia coli",131
"ESC_KB3723AA_AS","Human","Escherichia coli",131
"ESC_KB3722AA_AS","Human","Escherichia coli",131
"ESC_KB3721AA_AS","Human","Escherichia coli",131
"ESC_KB3720AA_AS","Human","Escherichia coli",131
"ESC_KB3719AA_AS","Human","Escherichia coli",131
"ESC_KB3718AA_AS","Human","Escherichia coli",131
"ESC_KB3717AA_AS","Human","Escherichia coli",131
"ESC_KB3716AA_AS","Human","Escherichia coli",131
"ESC_KB3715AA_AS","Human","Escherichia coli",131
"ESC_KB3714AA_AS","Human","Escherichia coli",131
"ESC_KB3713AA_AS","Human","Escherichia coli",131
"ESC_KB3712AA_AS","Human","Escherichia coli",131
"ESC_KB3711AA_AS","Human","Escherichia coli",131
"ESC_KB3710AA_AS","Human","Escherichia coli",131
"ESC_KB3709AA_AS","Human","Escherichia coli",131
"ESC_KB3708AA_AS","Human","Escherichia coli",131
"ESC_KB3707AA_AS","Human","Escherichia coli",131
"ESC_KB3706AA_AS","Human","Escherichia coli",131
"ESC_KB3705AA_AS","Human","Escherichia coli",131
"ESC_KB3704AA_AS","Human","Escherichia coli",131
"ESC_KB3703AA_AS","Human","Escherichia coli",131
"ESC_KB3702AA_AS","Human","Escherichia coli",131
"ESC_KB3701AA_AS","Human","Escherichia coli",131
"ESC_KB3700AA_AS","Human","Escherichia coli",131
"ESC_KB3697AA_AS","Human","Escherichia coli",131
"ESC_KB3695AA_AS","Human","Escherichia coli",131
"ESC_KB3694AA_AS","Human","Escherichia coli",131
"ESC_KB3693AA_AS","Human","Escherichia coli",131
"ESC_KB3692AA_AS","Human","Escherichia coli",131
"ESC_KB3691AA_AS","Human","Escherichia coli",131
"ESC_KB3690AA_AS","Human","Escherichia coli",131
"ESC_KB3688AA_AS","Human","Escherichia coli",131
"ESC_KB3687AA_AS","Human","Escherichia coli",131
"ESC_KB3684AA_AS","Human","Escherichia coli",131
"ESC_KB3683AA_AS","Human","Escherichia coli",131
"ESC_KB3682AA_AS","Human","Escherichia coli",131
"ESC_KB3681AA_AS","Human","Escherichia coli",131
"ESC_KB3680AA_AS","Human","Escherichia coli",131
"ESC_KB3679AA_AS","Human","Escherichia coli",131
"ESC_KB3678AA_AS","Human","Escherichia coli",131
"ESC_KB3677AA_AS","Human","Escherichia coli",131
"ESC_KB3676AA_AS","Human","Escherichia coli",131
"ESC_KB3675AA_AS","Human","Escherichia coli",131
"ESC_KB3674AA_AS","Human","Escherichia coli",131
"ESC_KB3673AA_AS","Human","Escherichia coli",131
"ESC_KB3672AA_AS","Human","Escherichia coli",131
"ESC_KB3671AA_AS","Human","Escherichia coli",131
"ESC_KB3670AA_AS","Human","Escherichia coli",131
"ESC_KB3665AA_AS","Human","Escherichia coli",131
"ESC_KB3664AA_AS","Human","Escherichia coli",131
"ESC_KB3663AA_AS","Human","Escherichia coli",131
"ESC_KB3662AA_AS","Human","Escherichia coli",131
"ESC_KB3661AA_AS","Human","Escherichia coli",131
"ESC_KB3660AA_AS","Human","Escherichia coli",131
"ESC_KB3659AA_AS","Human","Escherichia coli",131
"ESC_KB3658AA_AS","Human","Escherichia coli",131
"ESC_KB3657AA_AS","Human","Escherichia coli",131
"ESC_KB3656AA_AS","Human","Escherichia coli",131
"ESC_KB3655AA_AS","Human","Escherichia coli",131
"ESC_KB3654AA_AS","Human","Escherichia coli",131
"ESC_KB3653AA_AS","Human","Escherichia coli",131
"ESC_KB3652AA_AS","Human","Escherichia coli",131
"ESC_KB3651AA_AS","Human","Escherichia coli",131
"ESC_KB3650AA_AS","Human","Escherichia coli",131
"ESC_KB3649AA_AS","Human","Escherichia coli",131
"ESC_KB3648AA_AS","Human","Escherichia coli",131
"ESC_KB3647AA_AS","Human","Escherichia coli",131
"ESC_KB3646AA_AS","Human","Escherichia coli",131
"ESC_KB3645AA_AS","Human","Escherichia coli",131
"ESC_KB3644AA_AS","Human","Escherichia coli",131
"ESC_KB3643AA_AS","Human","Escherichia coli",131
"ESC_KB3642AA_AS","Human","Escherichia coli",131
"ESC_KB3641AA_AS","Human","Escherichia coli",131
"ESC_KB3640AA_AS","Human","Escherichia coli",131
"ESC_KB3639AA_AS","Human","Escherichia coli",131
"ESC_KB3638AA_AS","Human","Escherichia coli",131
"ESC_KB3637AA_AS","Human","Escherichia coli",131
"ESC_KB3636AA_AS","Human","Escherichia coli",131
"ESC_KB3635AA_AS","Human","Escherichia coli",131
"ESC_KB3634AA_AS","Human","Escherichia coli",131
"ESC_KB3633AA_AS","Human","Escherichia coli",131
"ESC_KB3632AA_AS","Human","Escherichia coli",131
"ESC_KB3631AA_AS","Human","Escherichia coli",131
"ESC_KB3630AA_AS","Human","Escherichia coli",131
"ESC_KB3629AA_AS","Human","Escherichia coli",131
"ESC_KB3627AA_AS","Human","Escherichia coli",131
"ESC_KB3626AA_AS","Human","Escherichia coli",131
"ESC_KB3625AA_AS","Human","Escherichia coli",131
"ESC_KB3624AA_AS","Human","Escherichia coli",131
"ESC_KB3623AA_AS","Human","Escherichia coli",131
"ESC_KB3622AA_AS","Human","Escherichia coli",131
"ESC_KB4307AA_AS","Human","Escherichia coli",131
"ESC_KB4306AA_AS","Human","Escherichia coli",131
"ESC_KB4305AA_AS","Human","Escherichia coli",131
"ESC_KB4304AA_AS","Human","Escherichia coli",131
"ESC_KB4303AA_AS","Human","Escherichia coli",131
"ESC_KB4302AA_AS","Human","Escherichia coli",131
"ESC_KB4301AA_AS","Human","Escherichia coli",131
"ESC_KB4587AA_AS","Human","Escherichia coli",131
"ESC_KB4586AA_AS","Human","Escherichia coli",131
"ESC_KB4585AA_AS","Human","Escherichia coli",131
"ESC_KB4584AA_AS","Human","Escherichia coli",131
"ESC_KB4582AA_AS","Human","Escherichia coli",131
"ESC_KB4581AA_AS","Human","Escherichia coli",131
"ESC_KB4580AA_AS","Human","Escherichia coli",131
"ESC_KB4579AA_AS","Human","Escherichia coli",131
"ESC_KB4575AA_AS","Human","Escherichia coli",131
"ESC_KB4574AA_AS","Human","Escherichia coli",131
"ESC_KB4573AA_AS","Human","Escherichia coli",131
"ESC_KB4572AA_AS","Human","Escherichia coli",131
"ESC_KB4571AA_AS","Human","Escherichia coli",131
"ESC_KB4570AA_AS","Human","Escherichia coli",131
"ESC_KB4569AA_AS","Human","Escherichia coli",131
"ESC_KB4568AA_AS","Human","Escherichia coli",131
"ESC_KB4567AA_AS","Human","Escherichia coli",131
"ESC_KB4566AA_AS","Human","Escherichia coli",131
"ESC_KB4565AA_AS","Human","Escherichia coli",131
"ESC_KB4564AA_AS","Human","Escherichia coli",131
"ESC_KB4563AA_AS","Human","Escherichia coli",131
"ESC_KB4562AA_AS","Human","Escherichia coli",131
"ESC_KB4561AA_AS","Human","Escherichia coli",131
"ESC_KB4560AA_AS","Human","Escherichia coli",131
"ESC_KB4559AA_AS","Human","Escherichia coli",131
"ESC_KB4558AA_AS","Human","Escherichia coli",131
"ESC_KB4557AA_AS","Human","Escherichia coli",131
"ESC_KB4556AA_AS","Human","Escherichia coli",131
"ESC_KB4555AA_AS","Human","Escherichia coli",131
"ESC_KB4554AA_AS","Human","Escherichia coli",131
"ESC_KB4553AA_AS","Human","Escherichia coli",131
"ESC_KB4551AA_AS","Human","Escherichia coli",131
"ESC_KB4550AA_AS","Human","Escherichia coli",131
"ESC_KB5000AA_AS","Poultry","Escherichia coli",131
"ESC_KB5198AA_AS","Poultry","Escherichia coli",131
"ESC_KB5199AA_AS","Poultry","Escherichia coli",131
"ESC_KB5252AA_AS","Poultry","Escherichia coli",131
"ESC_KB8700AA_AS","Human","Escherichia coli",131
"ESC_KB8698AA_AS","Human","Escherichia coli",131
"ESC_KB8345AA_AS","Canine","Escherichia coli",131
"ESC_LB1930AA_AS","Human","Escherichia coli",131
"ESC_LB1917AA_AS","Human","Escherichia coli",131
"ESC_LB1915AA_AS","Human","Escherichia coli",131
"ESC_LB1910AA_AS","Human","Escherichia coli",131
"ESC_LB1909AA_AS","Human","Escherichia coli",131
"ESC_LB2586AA_AS","Human","Escherichia coli",131
"ESC_LB1906AA_AS","Human","Escherichia coli",131
"ESC_LB1904AA_AS","Human","Escherichia coli",131
"ESC_LB1903AA_AS","Human","Escherichia coli",131
"ESC_LB1901AA_AS","Human","Escherichia coli",131
"ESC_LB1900AA_AS","Human","Escherichia coli",131
"ESC_LB1896AA_AS","Human","Escherichia coli",131
"ESC_LB1892AA_AS","Human","Escherichia coli",131
"ESC_KB9881AA_AS","Water/River","Escherichia coli",131
"ESC_LB2354AA_AS","Human","Escherichia coli",131
"ESC_LB2356AA_AS","Human","Escherichia coli",131
"ESC_LB2357AA_AS","Human","Escherichia coli",131
"ESC_LB2359AA_AS","Human","Escherichia coli",131
"ESC_LB2360AA_AS","Human","Escherichia coli",131
"ESC_LB2362AA_AS","Human","Escherichia coli",131
"ESC_LB2363AA_AS","Human","Escherichia coli",131
"ESC_LB2364AA_AS","Human","Escherichia coli",131
"ESC_LB2368AA_AS","Human","Escherichia coli",131
"ESC_LB3453AA_AS","Human","Escherichia coli",131
"ESC_LB3450AA_AS","Human","Escherichia coli",131
"ESC_LB3449AA_AS","Human","Escherichia coli",131
"ESC_LB3448AA_AS","Human","Escherichia coli",131
"ESC_LB5787AA_AS","Poultry","Escherichia coli",131
"ESC_LB8191AA_AS","Human","Escherichia coli",131
"ESC_LB8161AA_AS","Poultry","Escherichia coli",131
"ESC_LB9155AA_AS","Canine","Escherichia coli",131
"ESC_MB0007AA_AS","Poultry","Escherichia coli",131
"ESC_MB4780AA_AS","Human","Escherichia coli",131
"ESC_MB4713AA_AS","Water/River","Escherichia coli",131
"ESC_MB6568AA_AS","Canine","Escherichia coli",131
"ESC_MB6507AA_AS","Canine","Escherichia coli",131
